Numéro_Commande,ID_Client,Date_Commande,Statut_Commande,Prix_Produit,Frais_Livraison,Nom_Produit,Catégorie_Produit,Pays
CMD101744,CLT4040,2022-03-14 16:00:00,livrée,334.92,19.6,Clavier Mécanique,Audio/vidéo,Belgique
CMD101745,CLT1482,2022-03-14 17:00:00,expédiée,208.6,11.42,Clavier Mécanique,Accessoires,France
CMD101746,CLT4179,2022-03-14 18:00:00,livrée,343.32,12.02,Webcam HD,Accessoires,Belgique
CMD101747,CLT2249,2022-03-14 19:00:00,livrée,118.26,15.05,Clavier Mécanique,Accessoires,France
CMD101748,CLT1630,2022-03-14 20:00:00,livrée,498.99,7.01,Casque Bluetooth,Accessoires,Canada
CMD101749,CLT9853,2022-03-14 21:00:00,livrée,218.39,13.84,Souris Gaming,Informatique,France
CMD101750,CLT3852,2022-03-14 22:00:00,expédiée,466.18,20.61,Webcam HD,Téléphonie,France
CMD101751,CLT1987,2022-03-14 23:00:00,livrée,218.25,13.71,Smartphone 5G,Téléphonie,France
CMD101752,CLT8622,2022-03-15 00:00:00,livrée,464.43,1.28,Casque Bluetooth,Accessoires,France
CMD101753,CLT8327,2022-03-15 01:00:00,livrée,171.16,7.73,Smartphone 5G,Informatique,France
CMD101754,CLT9841,2022-03-15 02:00:00,livrée,381.47,10.54,Clavier Mécanique,Audio/vidéo,Suisse
CMD101755,CLT2100,2022-03-15 03:00:00,livrée,475.75,10.64,Smartphone 5G,Accessoires,France
CMD101756,CLT7652,2022-03-15 04:00:00,livrée,324.76,2.43,Smartphone 5G,Audio/vidéo,France
CMD101757,CLT9632,2022-03-15 05:00:00,livrée,340.39,13.49,Casque Bluetooth,Audio/vidéo,France
CMD101758,CLT8421,2022-03-15 06:00:00,expédiée,55.93,20.76,Casque Bluetooth,Audio/vidéo,France
CMD101759,CLT6016,2022-03-15 07:00:00,livrée,239.74,1.46,Souris Gaming,Téléphonie,Suisse
CMD101760,CLT1769,2022-03-15 08:00:00,livrée,443.94,22.53,Smartphone 5G,Accessoires,France
CMD101761,CLT2343,2022-03-15 09:00:00,livrée,124.25,28.65,Casque Bluetooth,Informatique,France
CMD101762,CLT5358,2022-03-15 10:00:00,expédiée,395.24,0.28,Souris Gaming,Informatique,France
CMD101763,CLT7780,2022-03-15 11:00:00,livrée,339.48,5.81,Smartphone 5G,Informatique,Belgique
CMD101764,CLT7602,2022-03-15 12:00:00,expédiée,115.38,16.3,Smartphone 5G,Accessoires,France
CMD101765,CLT3349,2022-03-15 13:00:00,annulée,144.98,6.54,Webcam HD,Téléphonie,France
CMD101766,CLT6699,2022-03-15 14:00:00,annulée,216.64,22.94,Clavier Mécanique,Audio/vidéo,France
CMD101767,CLT2241,2022-03-15 15:00:00,expédiée,66.94,9.36,Casque Bluetooth,Informatique,France
CMD101768,CLT2125,2022-03-15 16:00:00,expédiée,457.12,8.81,PC Portable,Téléphonie,Suisse
CMD101769,CLT7764,2022-03-15 17:00:00,livrée,370.98,0.03,Webcam HD,Audio/vidéo,France
CMD101770,CLT6101,2022-03-15 18:00:00,expédiée,185.66,8.1,Casque Bluetooth,Audio/vidéo,France
CMD101771,CLT8843,2022-03-15 19:00:00,livrée,153.33,6.53,Webcam HD,Téléphonie,France
CMD101772,CLT1072,2022-03-15 20:00:00,en attente,346.34,10.3,Clavier Mécanique,Accessoires,France
CMD101773,CLT6472,2022-03-15 21:00:00,livrée,214.99,4.43,Webcam HD,Accessoires,France
CMD101774,CLT6189,2022-03-15 22:00:00,livrée,118.52,17.84,Webcam HD,Téléphonie,France
CMD101775,CLT3472,2022-03-15 23:00:00,livrée,217.92,7.16,Souris Gaming,Audio/vidéo,France
CMD101776,CLT1707,2022-03-16 00:00:00,livrée,436.29,24.95,Casque Bluetooth,Informatique,Belgique
CMD101777,CLT2804,2022-03-16 01:00:00,livrée,38.96,8.54,Smartphone 5G,Informatique,France
CMD101778,CLT7704,2022-03-16 02:00:00,livrée,187.34,6.33,PC Portable,Accessoires,France
CMD101779,CLT4713,2022-03-16 03:00:00,expédiée,481.36,1.7,Souris Gaming,Informatique,France
CMD101780,CLT6051,2022-03-16 04:00:00,livrée,12.34,22.2,Casque Bluetooth,Audio/vidéo,France
CMD101781,CLT3475,2022-03-16 05:00:00,livrée,445.87,15.25,Souris Gaming,Téléphonie,France
CMD101782,CLT4610,2022-03-16 06:00:00,expédiée,190.54,3.41,Smartphone 5G,Audio/vidéo,France
CMD101783,CLT5255,2022-03-16 07:00:00,livrée,98.81,6.64,Webcam HD,Informatique,Suisse
CMD101784,CLT8397,2022-03-16 08:00:00,livrée,12.41,29.96,PC Portable,Audio/vidéo,Belgique
CMD101785,CLT2735,2022-03-16 09:00:00,livrée,39.91,24.18,Smartphone 5G,Accessoires,France
CMD101786,CLT9258,2022-03-16 10:00:00,expédiée,90.06,10.5,PC Portable,Téléphonie,France
CMD101787,CLT8979,2022-03-16 11:00:00,livrée,17.58,16.28,Souris Gaming,Téléphonie,France
CMD101788,CLT3428,2022-03-16 12:00:00,livrée,171.25,12.48,Webcam HD,Informatique,France
CMD101789,CLT8426,2022-03-16 13:00:00,livrée,27.22,1.09,Webcam HD,Informatique,Belgique
CMD101790,CLT9533,2022-03-16 14:00:00,livrée,347.65,23.36,Casque Bluetooth,Audio/vidéo,France
CMD101791,CLT6249,2022-03-16 15:00:00,livrée,410.36,21.51,PC Portable,Audio/vidéo,France
CMD101792,CLT6291,2022-03-16 16:00:00,en attente,444.29,12.26,Smartphone 5G,Téléphonie,France
CMD101793,CLT3817,2022-03-16 17:00:00,expédiée,276.82,25.38,PC Portable,Accessoires,Belgique
CMD101794,CLT4874,2022-03-16 18:00:00,livrée,473.52,16.04,Souris Gaming,Accessoires,France
CMD101795,CLT5211,2022-03-16 19:00:00,livrée,7.79,1.96,Webcam HD,Informatique,France
CMD101796,CLT1661,2022-03-16 20:00:00,expédiée,71.34,7.78,Souris Gaming,Accessoires,France
CMD101797,CLT4374,2022-03-16 21:00:00,livrée,150.12,13.85,Souris Gaming,Téléphonie,France
CMD101798,CLT1207,2022-03-16 22:00:00,livrée,395.57,3.1,Casque Bluetooth,Accessoires,Suisse
CMD101799,CLT3665,2022-03-16 23:00:00,livrée,443.27,17.13,Souris Gaming,Téléphonie,France
CMD101800,CLT3493,2022-03-17 00:00:00,livrée,310.98,3.62,Casque Bluetooth,Informatique,France
CMD101801,CLT7813,2022-03-17 01:00:00,en attente,194.7,6.02,Clavier Mécanique,Audio/vidéo,France
CMD101802,CLT1632,2022-03-17 02:00:00,livrée,334.59,26.82,PC Portable,Accessoires,France
CMD101803,CLT4083,2022-03-17 03:00:00,livrée,94.55,29.99,Webcam HD,Téléphonie,France
CMD101804,CLT4719,2022-03-17 04:00:00,livrée,231.65,16.51,Webcam HD,Informatique,France
CMD101805,CLT8123,2022-03-17 05:00:00,expédiée,256.23,18.59,Smartphone 5G,Téléphonie,Canada
CMD101806,CLT2679,2022-03-17 06:00:00,livrée,56.91,23.92,Webcam HD,Accessoires,France
CMD101807,CLT1236,2022-03-17 07:00:00,livrée,21.77,20.88,Casque Bluetooth,Téléphonie,Belgique
CMD101808,CLT8446,2022-03-17 08:00:00,livrée,376.3,5.47,Webcam HD,Informatique,Canada
CMD101809,CLT5443,2022-03-17 09:00:00,livrée,269.68,12.35,Casque Bluetooth,Informatique,Canada
CMD101810,CLT7770,2022-03-17 10:00:00,livrée,169.46,16.05,Webcam HD,Audio/vidéo,France
CMD101811,CLT7099,2022-03-17 11:00:00,livrée,221.43,10.79,Smartphone 5G,Audio/vidéo,Suisse
CMD101812,CLT9555,2022-03-17 12:00:00,livrée,479.06,5.28,PC Portable,Accessoires,France
CMD101813,CLT3368,2022-03-17 13:00:00,livrée,195.53,22.08,Souris Gaming,Informatique,France
CMD101814,CLT1285,2022-03-17 14:00:00,en attente,56.22,5.97,PC Portable,Accessoires,Canada
CMD101815,CLT1148,2022-03-17 15:00:00,livrée,234.48,7.81,Casque Bluetooth,Informatique,France
CMD101816,CLT5037,2022-03-17 16:00:00,livrée,325.78,8.6,Souris Gaming,Accessoires,France
CMD101817,CLT7549,2022-03-17 17:00:00,livrée,11.0,4.85,Clavier Mécanique,Informatique,Belgique
CMD101818,CLT8121,2022-03-17 18:00:00,livrée,169.51,25.49,Smartphone 5G,Accessoires,France
CMD101819,CLT5895,2022-03-17 19:00:00,livrée,199.79,18.32,PC Portable,Téléphonie,Canada
CMD101820,CLT6280,2022-03-17 20:00:00,en attente,234.54,25.04,Souris Gaming,Audio/vidéo,Belgique
CMD101821,CLT2012,2022-03-17 21:00:00,expédiée,154.33,14.81,Smartphone 5G,Téléphonie,France
CMD101822,CLT3785,2022-03-17 22:00:00,livrée,335.13,15.59,PC Portable,Audio/vidéo,France
CMD101823,CLT4725,2022-03-17 23:00:00,livrée,472.63,18.48,Casque Bluetooth,Accessoires,France
CMD101824,CLT5576,2022-03-18 00:00:00,livrée,457.43,11.13,Casque Bluetooth,Informatique,France
CMD101825,CLT6782,2022-03-18 01:00:00,livrée,333.87,14.9,Casque Bluetooth,Informatique,France
CMD101826,CLT7257,2022-03-18 02:00:00,livrée,255.91,16.41,Clavier Mécanique,Accessoires,France
CMD101827,CLT3408,2022-03-18 03:00:00,livrée,413.78,28.61,Webcam HD,Informatique,France
CMD101828,CLT1340,2022-03-18 04:00:00,en attente,418.79,26.49,Casque Bluetooth,Accessoires,France
CMD101829,CLT3817,2022-03-18 05:00:00,livrée,415.64,3.88,Casque Bluetooth,Téléphonie,France
CMD101830,CLT3496,2022-03-18 06:00:00,livrée,83.13,1.24,Webcam HD,Accessoires,France
CMD101831,CLT6962,2022-03-18 07:00:00,expédiée,17.59,20.41,Casque Bluetooth,Informatique,France
CMD101832,CLT6299,2022-03-18 08:00:00,livrée,491.68,1.48,Souris Gaming,Informatique,France
CMD101833,CLT8574,2022-03-18 09:00:00,livrée,480.03,1.81,Smartphone 5G,Accessoires,France
CMD101834,CLT2689,2022-03-18 10:00:00,livrée,284.37,4.78,Clavier Mécanique,Accessoires,Canada
CMD101835,CLT4267,2022-03-18 11:00:00,livrée,496.57,10.55,PC Portable,Accessoires,France
CMD101836,CLT5406,2022-03-18 12:00:00,en attente,386.42,13.05,Webcam HD,Accessoires,France
CMD101837,CLT9453,2022-03-18 13:00:00,en attente,261.1,15.58,Webcam HD,Audio/vidéo,Canada
CMD101838,CLT2442,2022-03-18 14:00:00,en attente,197.72,29.77,Webcam HD,Audio/vidéo,France
CMD101839,CLT9597,2022-03-18 15:00:00,expédiée,298.47,11.56,Clavier Mécanique,Téléphonie,France
CMD101840,CLT5437,2022-03-18 16:00:00,livrée,260.32,7.28,Smartphone 5G,Audio/vidéo,France
CMD101841,CLT6435,2022-03-18 17:00:00,en attente,496.93,17.26,Casque Bluetooth,Informatique,Belgique
CMD101842,CLT9435,2022-03-18 18:00:00,annulée,247.78,6.45,Webcam HD,Audio/vidéo,France
CMD101843,CLT5107,2022-03-18 19:00:00,livrée,418.78,28.22,Casque Bluetooth,Audio/vidéo,France
CMD101844,CLT1560,2022-03-18 20:00:00,livrée,407.74,7.78,PC Portable,Informatique,France
CMD101845,CLT9785,2022-03-18 21:00:00,livrée,40.35,29.7,Webcam HD,Audio/vidéo,France
CMD101846,CLT6548,2022-03-18 22:00:00,livrée,48.07,12.56,Clavier Mécanique,Accessoires,France
CMD101847,CLT2826,2022-03-18 23:00:00,livrée,331.61,24.38,Clavier Mécanique,Audio/vidéo,France
CMD101848,CLT8629,2022-03-19 00:00:00,en attente,133.26,19.45,PC Portable,Audio/vidéo,France
CMD101849,CLT9325,2022-03-19 01:00:00,en attente,330.48,28.0,Clavier Mécanique,Audio/vidéo,Belgique
CMD101850,CLT4138,2022-03-19 02:00:00,livrée,76.59,18.76,Clavier Mécanique,Accessoires,France
CMD101851,CLT8693,2022-03-19 03:00:00,livrée,201.55,17.44,Clavier Mécanique,Accessoires,France
CMD101852,CLT9264,2022-03-19 04:00:00,expédiée,55.72,19.59,Webcam HD,Téléphonie,Canada
CMD101853,CLT8842,2022-03-19 05:00:00,livrée,144.64,23.59,PC Portable,Téléphonie,Belgique
CMD101854,CLT7721,2022-03-19 06:00:00,livrée,48.71,26.97,Webcam HD,Accessoires,Suisse
CMD101855,CLT8002,2022-03-19 07:00:00,expédiée,485.44,8.0,PC Portable,Informatique,France
CMD101856,CLT5225,2022-03-19 08:00:00,expédiée,200.55,6.03,Smartphone 5G,Téléphonie,France
CMD101857,CLT3978,2022-03-19 09:00:00,en attente,451.09,1.03,Clavier Mécanique,Audio/vidéo,Canada
CMD101858,CLT8373,2022-03-19 10:00:00,livrée,485.73,11.1,Smartphone 5G,Audio/vidéo,France
CMD101859,CLT6907,2022-03-19 11:00:00,livrée,455.23,25.39,Souris Gaming,Audio/vidéo,Canada
CMD101860,CLT7097,2022-03-19 12:00:00,en attente,230.21,2.1,Souris Gaming,Informatique,France
CMD101861,CLT6656,2022-03-19 13:00:00,livrée,390.55,16.16,Clavier Mécanique,Téléphonie,France
CMD101862,CLT9984,2022-03-19 14:00:00,expédiée,81.08,20.84,Casque Bluetooth,Accessoires,France
CMD101863,CLT5259,2022-03-19 15:00:00,livrée,51.94,25.11,Souris Gaming,Accessoires,France
CMD101864,CLT9286,2022-03-19 16:00:00,livrée,439.07,17.5,Casque Bluetooth,Informatique,France
CMD101865,CLT6901,2022-03-19 17:00:00,livrée,20.4,5.59,Smartphone 5G,Accessoires,France
CMD101866,CLT5917,2022-03-19 18:00:00,livrée,486.3,28.94,Clavier Mécanique,Informatique,France
CMD101867,CLT9429,2022-03-19 19:00:00,en attente,337.71,2.84,Smartphone 5G,Accessoires,France
CMD101868,CLT3530,2022-03-19 20:00:00,livrée,212.71,23.07,Webcam HD,Accessoires,Belgique
CMD101869,CLT2960,2022-03-19 21:00:00,expédiée,74.98,2.6,Smartphone 5G,Informatique,France
CMD101870,CLT8045,2022-03-19 22:00:00,expédiée,363.0,4.3,PC Portable,Accessoires,France
CMD101871,CLT2048,2022-03-19 23:00:00,livrée,283.74,26.95,Clavier Mécanique,Téléphonie,France
CMD101872,CLT6772,2022-03-20 00:00:00,expédiée,357.01,22.59,PC Portable,Accessoires,France
CMD101873,CLT3529,2022-03-20 01:00:00,livrée,211.87,10.97,Smartphone 5G,Audio/vidéo,France
CMD101874,CLT3964,2022-03-20 02:00:00,expédiée,37.8,19.16,Casque Bluetooth,Informatique,France
CMD101875,CLT8137,2022-03-20 03:00:00,livrée,160.91,13.72,Clavier Mécanique,Accessoires,France
CMD101876,CLT1963,2022-03-20 04:00:00,livrée,160.94,2.0,Clavier Mécanique,Téléphonie,Belgique
CMD101877,CLT1536,2022-03-20 05:00:00,livrée,9.3,21.63,Souris Gaming,Accessoires,France
CMD101878,CLT8340,2022-03-20 06:00:00,livrée,9.74,22.9,Casque Bluetooth,Accessoires,France
CMD101879,CLT8179,2022-03-20 07:00:00,en attente,168.73,26.47,Webcam HD,Audio/vidéo,France
CMD101880,CLT8967,2022-03-20 08:00:00,livrée,365.17,16.22,Casque Bluetooth,Téléphonie,France
CMD101881,CLT9734,2022-03-20 09:00:00,livrée,313.9,20.19,Smartphone 5G,Accessoires,France
CMD101882,CLT1845,2022-03-20 10:00:00,livrée,123.31,13.14,Smartphone 5G,Accessoires,France
CMD101883,CLT6777,2022-03-20 11:00:00,expédiée,303.37,9.57,Smartphone 5G,Audio/vidéo,France
CMD101884,CLT4036,2022-03-20 12:00:00,livrée,325.45,12.35,Souris Gaming,Informatique,Canada
CMD101885,CLT6947,2022-03-20 13:00:00,livrée,263.67,27.35,Casque Bluetooth,Informatique,Canada
CMD101886,CLT3494,2022-03-20 14:00:00,livrée,263.07,4.93,PC Portable,Informatique,France
CMD101887,CLT3719,2022-03-20 15:00:00,livrée,188.03,7.45,Casque Bluetooth,Audio/vidéo,France
CMD101888,CLT2884,2022-03-20 16:00:00,expédiée,66.08,18.19,PC Portable,Informatique,Belgique
CMD101889,CLT5349,2022-03-20 17:00:00,expédiée,195.81,3.49,Clavier Mécanique,Téléphonie,Belgique
CMD101890,CLT6179,2022-03-20 18:00:00,expédiée,175.94,26.76,PC Portable,Informatique,Belgique
CMD101891,CLT7610,2022-03-20 19:00:00,livrée,298.03,1.42,Clavier Mécanique,Informatique,France
CMD101892,CLT7430,2022-03-20 20:00:00,expédiée,428.85,22.66,Webcam HD,Accessoires,Belgique
CMD101893,CLT8154,2022-03-20 21:00:00,livrée,190.81,11.21,Webcam HD,Téléphonie,Canada
CMD101894,CLT7488,2022-03-20 22:00:00,en attente,356.32,1.53,Smartphone 5G,Audio/vidéo,France
CMD101895,CLT5737,2022-03-20 23:00:00,livrée,406.86,25.29,Casque Bluetooth,Téléphonie,Belgique
CMD101896,CLT7525,2022-03-21 00:00:00,livrée,109.82,19.21,Smartphone 5G,Informatique,Belgique
CMD101897,CLT4850,2022-03-21 01:00:00,livrée,451.32,0.27,Casque Bluetooth,Accessoires,France
CMD101898,CLT1689,2022-03-21 02:00:00,livrée,39.87,8.03,PC Portable,Audio/vidéo,Belgique
CMD101899,CLT6175,2022-03-21 03:00:00,livrée,451.35,10.56,Casque Bluetooth,Téléphonie,Belgique
CMD101900,CLT9648,2022-03-21 04:00:00,expédiée,86.0,9.68,PC Portable,Téléphonie,Canada
CMD101901,CLT6078,2022-03-21 05:00:00,livrée,171.9,14.95,Casque Bluetooth,Informatique,Canada
CMD101902,CLT6448,2022-03-21 06:00:00,annulée,304.59,15.8,Clavier Mécanique,Informatique,France
CMD101903,CLT2179,2022-03-21 07:00:00,livrée,453.31,11.9,PC Portable,Audio/vidéo,France
CMD101904,CLT7406,2022-03-21 08:00:00,livrée,131.57,9.95,Smartphone 5G,Informatique,France
CMD101905,CLT9591,2022-03-21 09:00:00,expédiée,382.97,15.13,Smartphone 5G,Accessoires,Canada
CMD101906,CLT7907,2022-03-21 10:00:00,livrée,356.67,1.01,Smartphone 5G,Audio/vidéo,France
CMD101907,CLT9800,2022-03-21 11:00:00,livrée,84.06,19.36,Smartphone 5G,Informatique,France
CMD101908,CLT2638,2022-03-21 12:00:00,expédiée,242.33,18.18,Clavier Mécanique,Audio/vidéo,France
CMD101909,CLT6671,2022-03-21 13:00:00,livrée,243.35,8.38,Clavier Mécanique,Téléphonie,France
CMD101910,CLT7928,2022-03-21 14:00:00,livrée,155.78,5.39,Souris Gaming,Audio/vidéo,France
CMD101911,CLT2382,2022-03-21 15:00:00,expédiée,391.06,2.19,Souris Gaming,Téléphonie,Belgique
CMD101912,CLT2403,2022-03-21 16:00:00,livrée,463.34,17.62,Souris Gaming,Audio/vidéo,France
CMD101913,CLT4292,2022-03-21 17:00:00,expédiée,359.7,17.07,Webcam HD,Informatique,France
CMD101914,CLT1419,2022-03-21 18:00:00,livrée,486.61,16.0,Souris Gaming,Téléphonie,France
CMD101915,CLT5517,2022-03-21 19:00:00,livrée,29.98,29.57,Casque Bluetooth,Audio/vidéo,France
CMD101916,CLT4302,2022-03-21 20:00:00,livrée,23.43,15.95,Webcam HD,Accessoires,France
CMD101917,CLT8857,2022-03-21 21:00:00,expédiée,447.46,21.65,PC Portable,Informatique,Canada
CMD101918,CLT8870,2022-03-21 22:00:00,livrée,449.41,3.39,Smartphone 5G,Audio/vidéo,France
CMD101919,CLT6693,2022-03-21 23:00:00,expédiée,58.02,8.97,Casque Bluetooth,Audio/vidéo,France
CMD101920,CLT1767,2022-03-22 00:00:00,livrée,181.94,8.26,Webcam HD,Téléphonie,France
CMD101921,CLT3044,2022-03-22 01:00:00,livrée,418.52,17.28,Clavier Mécanique,Téléphonie,Canada
CMD101922,CLT2549,2022-03-22 02:00:00,expédiée,68.63,9.92,Smartphone 5G,Informatique,France
CMD101923,CLT7140,2022-03-22 03:00:00,livrée,137.38,19.23,PC Portable,Téléphonie,France
CMD101924,CLT4716,2022-03-22 04:00:00,livrée,342.09,20.7,PC Portable,Audio/vidéo,France
CMD101925,CLT5481,2022-03-22 05:00:00,livrée,491.04,1.01,Clavier Mécanique,Audio/vidéo,France
CMD101926,CLT8898,2022-03-22 06:00:00,livrée,399.58,19.19,Smartphone 5G,Téléphonie,France
CMD101927,CLT7548,2022-03-22 07:00:00,livrée,389.77,3.5,Souris Gaming,Informatique,France
CMD101928,CLT3293,2022-03-22 08:00:00,livrée,174.62,13.95,Smartphone 5G,Accessoires,France
CMD101929,CLT5837,2022-03-22 09:00:00,livrée,332.36,21.8,Smartphone 5G,Audio/vidéo,France
CMD101930,CLT8758,2022-03-22 10:00:00,livrée,60.98,21.1,PC Portable,Audio/vidéo,France
CMD101931,CLT7793,2022-03-22 11:00:00,livrée,496.17,8.99,Clavier Mécanique,Téléphonie,Canada
CMD101932,CLT8638,2022-03-22 12:00:00,livrée,242.89,8.17,Smartphone 5G,Accessoires,Suisse
CMD101933,CLT8993,2022-03-22 13:00:00,en attente,321.21,13.21,Casque Bluetooth,Audio/vidéo,France
CMD101934,CLT7007,2022-03-22 14:00:00,expédiée,438.71,5.66,Casque Bluetooth,Accessoires,France
CMD101935,CLT6542,2022-03-22 15:00:00,livrée,5.48,29.24,Clavier Mécanique,Accessoires,France
CMD101936,CLT7356,2022-03-22 16:00:00,livrée,488.11,10.35,Souris Gaming,Audio/vidéo,France
CMD101937,CLT9433,2022-03-22 17:00:00,en attente,182.78,27.69,Webcam HD,Accessoires,France
CMD101938,CLT8380,2022-03-22 18:00:00,livrée,173.1,27.25,Smartphone 5G,Accessoires,France
CMD101939,CLT3385,2022-03-22 19:00:00,livrée,76.81,10.95,Webcam HD,Téléphonie,France
CMD101940,CLT5268,2022-03-22 20:00:00,livrée,429.8,7.62,Smartphone 5G,Téléphonie,France
CMD101941,CLT1671,2022-03-22 21:00:00,expédiée,436.07,23.13,PC Portable,Accessoires,France
CMD101942,CLT1163,2022-03-22 22:00:00,livrée,14.89,6.88,Smartphone 5G,Informatique,France
CMD101943,CLT9656,2022-03-22 23:00:00,expédiée,32.58,15.64,Webcam HD,Accessoires,Canada
CMD101944,CLT5592,2022-03-23 00:00:00,expédiée,459.58,3.32,Souris Gaming,Audio/vidéo,Belgique
CMD101945,CLT5795,2022-03-23 01:00:00,livrée,65.82,11.58,Smartphone 5G,Informatique,France
CMD101946,CLT5798,2022-03-23 02:00:00,expédiée,312.36,2.34,Smartphone 5G,Téléphonie,Belgique
CMD101947,CLT7036,2022-03-23 03:00:00,livrée,311.73,8.5,PC Portable,Informatique,France
CMD101948,CLT3355,2022-03-23 04:00:00,livrée,435.52,19.96,Casque Bluetooth,Téléphonie,Belgique
CMD101949,CLT6887,2022-03-23 05:00:00,livrée,288.46,29.74,Casque Bluetooth,Informatique,Canada
CMD101950,CLT8961,2022-03-23 06:00:00,livrée,219.84,7.64,Souris Gaming,Accessoires,France
CMD101951,CLT6827,2022-03-23 07:00:00,livrée,487.32,14.2,Clavier Mécanique,Téléphonie,France
CMD101952,CLT9737,2022-03-23 08:00:00,livrée,118.26,13.44,Clavier Mécanique,Audio/vidéo,France
CMD101953,CLT5719,2022-03-23 09:00:00,livrée,135.05,5.52,PC Portable,Informatique,France
CMD101954,CLT1593,2022-03-23 10:00:00,livrée,46.96,18.3,Webcam HD,Accessoires,France
CMD101955,CLT5839,2022-03-23 11:00:00,livrée,487.78,21.74,Webcam HD,Informatique,France
CMD101956,CLT8394,2022-03-23 12:00:00,expédiée,354.65,4.42,Smartphone 5G,Informatique,France
CMD101957,CLT4493,2022-03-23 13:00:00,livrée,10.99,22.71,PC Portable,Audio/vidéo,France
CMD101958,CLT7164,2022-03-23 14:00:00,livrée,353.64,21.0,Webcam HD,Informatique,France
CMD101959,CLT3672,2022-03-23 15:00:00,livrée,205.05,5.92,Casque Bluetooth,Audio/vidéo,France
CMD101960,CLT5200,2022-03-23 16:00:00,livrée,483.94,19.47,Souris Gaming,Téléphonie,France
CMD101961,CLT1016,2022-03-23 17:00:00,livrée,142.31,11.81,Clavier Mécanique,Audio/vidéo,France
CMD101962,CLT4191,2022-03-23 18:00:00,livrée,356.59,20.43,Smartphone 5G,Audio/vidéo,France
CMD101963,CLT1392,2022-03-23 19:00:00,livrée,315.58,14.88,Clavier Mécanique,Téléphonie,France
CMD101964,CLT9616,2022-03-23 20:00:00,livrée,10.96,1.44,Casque Bluetooth,Audio/vidéo,France
CMD101965,CLT7272,2022-03-23 21:00:00,en attente,443.18,23.61,Smartphone 5G,Accessoires,France
CMD101966,CLT1571,2022-03-23 22:00:00,en attente,74.11,16.67,Casque Bluetooth,Informatique,Belgique
CMD101967,CLT4631,2022-03-23 23:00:00,livrée,333.48,21.74,Clavier Mécanique,Audio/vidéo,France
CMD101968,CLT7172,2022-03-24 00:00:00,expédiée,388.9,3.78,Clavier Mécanique,Informatique,France
CMD101969,CLT8177,2022-03-24 01:00:00,livrée,317.31,21.64,Casque Bluetooth,Audio/vidéo,France
CMD101970,CLT9433,2022-03-24 02:00:00,livrée,53.07,12.41,Smartphone 5G,Téléphonie,France
CMD101971,CLT4897,2022-03-24 03:00:00,expédiée,487.71,23.98,Casque Bluetooth,Téléphonie,Belgique
CMD101972,CLT9123,2022-03-24 04:00:00,livrée,122.22,17.97,Smartphone 5G,Informatique,France
